new.id,Reference,Title,Original.appellation,Original.function,Our.function,Our.definition,Lindeman.yes.OR.no,Data.source,Data.period,general.period,Location,Latitude,Longtitude,Ecosystem,Species.number,Group.number,Information.records,Taxon.record,new.taxon.1,new.taxon.2,from_to,predator.TL,long.FCL,short.FCL,is.chain,too.omni,FC.label,Energy.path,Interaction.type,Scenario,Parse.from,orig.value,orig.interv,trans,X0_1,X1_2,X2_3,X3_4,X4_5,X5_6,X6_7,X7_8,X8_9,X9_10,geom_mean,prey_pred,trans.label,Data.form,n,SD/SE/median/interval,SD,data.LABEL,Factor,Effect.size,control...experiment,Nutrient,DOC,Light,Salinity,Temperature,Environ.other,Succession.phase,PP..primary.or.detritus.,Depth,Eco.area,Invasion,micro_loop,Time_Average,Element,FCL,taxonomy,Environmental stress,Horizontal,Vertical
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 1 (╦о╘щ)_with Capitella capitata_M,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,2,table,0.03,,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 1 (╦о╘щ)_with Capitella capitata_L,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,3,table,0.04,,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 1 (╦о╘щ)_without Capitella capitata_H,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,4,table,0.04,,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 1 (╦о╘щ)_without Capitella capitata_M,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,5,table,0.02,,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 1 (╦о╘щ)_without Capitella capitata_L,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,6,table,0.08,,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 2 (╧▀│ц)_with Capitella capitata_H,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,7,table,0.04,,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 2 (╧▀│ц)_with Capitella capitata_M,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,8,table,0.03,,0.03,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 2 (╧▀│ц)_with Capitella capitata_L,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,9,table,0.02,,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 2 (╧▀│ц)_without Capitella capitata_H,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,10,table,0.1,,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 2 (╧▀│ц)_without Capitella capitata_M,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,11,table,0.09,,0.09,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 2 (╧▀│ц)_without Capitella capitata_L,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,12,table,0.07,,0.07,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 3 (╧▀│ц)_with Capitella capitata_H,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,13,table,0.002,,0.002,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 3 (╧▀│ц)_with Capitella capitata_M,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,14,table,0.007,,0.007,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 3 (╧▀│ц)_with Capitella capitata_L,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,15,table,0.02,,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 3 (╧▀│ц)_without Capitella capitata_H,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,16,table,0.004,,0.004,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 3 (╧▀│ц)_without Capitella capitata_M,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,17,table,0.005,,0.005,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 3 (╧▀│ц)_without Capitella capitata_L,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,18,table,0.01,,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 4 (╧▀│ц)_with Capitella capitata_H,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,19,table,0.002,,0.002,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 4 (╧▀│ц)_with Capitella capitata_M,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,20,table,0.01,,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 4 (╧▀│ц)_with Capitella capitata_L,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,21,table,0.02,,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 4 (╧▀│ц)_without Capitella capitata_H,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,22,table,0.02,,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 4 (╧▀│ц)_without Capitella capitata_M,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,23,table,0.007,,0.007,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 4 (╧▀│ц)_without Capitella capitata_L,detritus_meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,24,table,0.01,,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,C,,,,,,,,L,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 5 (╨б═╖│ц)_with Capitella capitata_H,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,25,table,0.15,,0.15,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,H,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 5 (╨б═╖│ц)_with Capitella capitata_M,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,26,table,0.11,,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,M,,,,,,C,,,,,
2,Alongi_1985_J. Exp. Mar. Biol. Ecol.,Effect of detritus supply on trophic relationships within experimental benthic food webs. I. Meiofauna-polychaete (capitella capitata (Type I) Fabricius) interactions,trophic transfer efficiencies,detritivore production / detritus supplied,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,40~55 weeks,1980s,NA,NA,NA,artificial_benthic,NA,NA,species 5 (╨б═╖│ц)_with Capitella capitata_L,detritus_Capitata+meiofauna ,benthos,invertebrate,1_2,2,NA,NA,NO,NA,d,detritus,detritivore,27,table,0.08,,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,h,food quantity,YES,E,,,,,,,,L,,,,,,C,,,,,
3,Ara and Hiromi_2007_ Journal of Plankton Research,"Temporal variability in primary and copepod production in Sagami Bay,Japan",transfer efficiency,copepod secondary production / primary production,production 2 / production 1,production n+1 / production n,YES,ExperimentCalculation,Jan.2002 ~ Dec.2004,2000s,"35бу16' N, 139бу29' E",35бу16' N,139бу29' E,bay,NA,NA,winter (Dec.~Feb.),phytoplankton_zooplankton,zooplankton,invertebrate,1_2,2,3,3,YES,NO,aN,plankton,herbivore,1,,0.133,,0.133,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TTE,single value,1,,,a,season & PP,NO,,,,,,,,,,,,,,a,C,,,,,
